1. Mirazur de Mauro Colagreco (Francia)
2. Restaurante Noma 2.0 de René Redzepi (Dinamarca)
3. Asador Etxebarri de Víctor Arguinzoniz (España)
4. Gaggan de Gaggan Anand (Tailandia)
5. Geranium de Rasmus Kofoed (Dinamarca)
6. Central de Virgilio Martinez (Perú)
7. Mugaritz de Andoni Luis Aduriz (España)
8. L’Arpege de Alain Passard (Francia)
9. Disfrutar de Oriol Castro, Eduard Xatruch y Mateu Casañas (España)
10. Maido de Mitsuharu Tsumura (Perú)
11. Den de Zaiyu Hasegawa (Japón)
12. Pujol de Enrique Olvera (México)
13. White Rabbit de Vladimir Mukhin (Rusia)
14. Azurmendi de Eneko Atxa (España)
15. Septime de Bertrand Grébaut (Francia)
16. Alain Ducasse au Plaza Athénée de Alain Ducasse (Francia)
17. Steirereck de Heinz Reitbauer (Austria)
18. Odette de Julien Royer (Singapur)
19. Twins Garden de Sergey Berezutskiy e Ivan Berezuckiy (Rusia)
20. Tickets de Albert Adrià (España)
21. Frantzén de Björn Frantzén (Suecia)
22. Les Creacions de Narisawa de Yoshihiro Narisawa (Japón)
23. Cosme de Daniela Soto-Innes (Estados Unidos)
24. Quintonil de Jorge Vallejo (México)
25. Alléno Paris au Pavillon Ledoyen de Yannick Alléno (Francia)
26. Boragó de Rodolfo Guzmán (Chile)
27. The Clove Club de Isaac McHale (Reino Unido)
28. Blue Hill at Stone Barns de Dan Barber (Estados Unidos)
29. Piazza Duomo de Enrico Crippa (Italia)
30. Restaurante Elkano de Aitor Arregui (España)
31. Le Calandre de Massimiliano Alajmo (Italia)
32. Restaurante Nerua, de Josean Alija (Bilbao)
33. Lyle’s de James Lowe (Reino Unido)
34. Restaurante Don Julio de Pepe Sotelo (Argentina)
35. Atelier Creen de Dominique Crenn (Estados Unidos)
36. Le Bernardin de Eric Ripert (Estados Unidos)
37. Alinea de Grant Achatz (Estados Unidos)
38. Hiša Franko de Kobarid (Eslovenia)
39. A Casa do Porco de Jefferson Rueda (Brasil)
40. Tim Raue de Tim Raue (Alemania)
41. The Chairman de Kwok Keung Tung (Hong Kong, China)
42. Belcanto de José Avillez (Portugal)
43. Hof Van Cleve de Peter Goossens (Bélgica)
44. The Test Kitchen de Luke Dale-Roberts (Sudáfrica)
45. Sühring de Thomas Sühring y Mathias Sühring (Tailandia)
46. De Librije de Jonnie Boer (Países Bajos)
47. Benu de Corey Lee (Estados Unidos)
48. Ultraviolet de Paul Pairet (China)
49. Restaurante Leo de Leonor Espinosa (Colombia)
50. Schloss Schauenstein de Andreas Caminada (Suiza)
